abacus abako
bandaging pagbebenda
bandit tulisan
banditry panunulisan
bandits pangkat
bands banda
bandstand gloryeta
baneful nakamamatay
bang putok
banged Nabunggo
bangle pulseras
banish magpalayas
banished itinapon
banishment pagpapalayas
banister palababahan
banjo bandyo
bank bangko
banker tagabangko
paper papel
bankrupt bagsak
bankruptcy hapay
banks bangko
banned pinagbawalan
banner watawat
banning ban
banquets banquet
banquette palitada
banter pagbibiro
bantering panunukso
baptised nabautismuhan
baptism binyag
baptisms pagbibinyag
baptists Bautismo
baptize magbinyag
baptized nabautismuhan
baptizing pagbibinyag
barb sima
barbaric salbahe
barbarism barbarismo
barbarity kabangisan
barbecued inihaw
barber barbero
barbers Barbero
barefooted yapak
barely bahagya
bareness kahubaran
bargain magkaunawaan
barge gabara
baritone bariton
bark tumahol
barking tumatahol
barn kamalig
barnacle taliptip
barns kamalig
barometer barometro
baroness baronesa
baroque barok
barrack kubo
barracks kuwartel
barracuda tursilyo
barred nahadlangan
barrel bariles
barrelled kanyon
barrels bariles
barren tigang
barrenness baog
barricade sagabal
barrier hadlang
barriers hadlang
barring Paghahadlang
barrister manananggol
barristers manananggol
barrow parihuwela
Barry Joey
bars bar
barter ipagpalit
bartered maipagpalit
bartering hiyang
Bartholomew Bartolome
basal saligan
based batay
basely napakaimbi
basement silong
baseness kaimbihan
bases patungan
basest pinakamababa
bashful mahiyain
bashfulness pagkamahiyain
basically talaga
basil balanoy
basilisk nakamamatay
basin lababo
basins basin
basis batayan
bask magpainit
basketball basketbol
baskets basket
bassoon bahon
baste hilbanahin
basting hilbana
bastion balwarte
batch pangkat
batches batch
bate humina
bath paliguan
bathe maligo
bathing naliligo
bathos pagkahulog
kid bata
bathroom banyo
bathrooms banyo
bathtub banyera
baton gabilya
bats paniki
battalion batalyon
battalions batalyon
batter humampas
battered inaabusong
batteries Baterya
battery baterya
battle labanan
battler kawal
battles laban
bawd magbugaw
bawdy masagwa
bawl sigaw
bay baya
bayonet bayoneta
bazaar palengke
bazooka basuka
be maging
beacon parola
bead rosaryo
beading biding
beads kuwintas
beak tuka
beaks tuka
beam sinag
beams beam
bean sitaw
beans patani
bear madala
bearable mapagtitiisan
beard balbas
beards balbas
bearer maydala
bearers tagapagdala
bearest ipinagkaloob
beareth ibubunga
bearing tindig
bearish alon
bears bear
beast hayop
beastliness kalupitan
beastly malupit
beasts hayop
beat matalo
beaten pinalo
beater pamalo
beatific napakaligaya
beatification beatipikasyon
beatify magkaloob
beating pamamalo
beatings pambubugbog
beau manliligaw
beauteous napakarikit
beautician kosmetisyan
beautified pinaganda
beautiful maganda
beautifully maganda
beautify pagandahin
beauty kagandahan
became naging
beck tango
beckon kawayan
beckoned mahudyatan
become maging
becomes nagiging
becoming pagiging
bed kama
bedazzle silawin
bedbug surot
bedbugs surot
bedding kumot
bedevil tumaranta
bedevilled bedeviled
bedfellow katulog
bedridden nakaratay
beds kama
bedsheets kumot
bedspread kubrekama
bedstead kama
bee pukyutan
beefy malakas
beehive tipunan
been naging
beep pugak
beeping beep
beer serbesa
bees bubuyog
beeswax pagkit
beetle salaginto
beetling yumuyungyong
beetroot bitrut
beeves baka
befall sapitin
befallen sumapit
befell sumapit
befit mabagay
befog magpaulap
befooled maloko
before bago
befoul magpasama
befriend kaibiganin
befriended Imbitahin
befriending pakikipagkaibigan
befuddle malasing
beg humingi
began nagsimula
begat nanganak
begets nagbubunga
beggar pulubi
beggarly dukha
beggars pulubi
beggary kadukhaan
begged nagmakaawa
begging kadukhaan
begin magsimula
beginner baguhan
beginneth sinisimulan
beginning simula
beginnings pasimula
begins nagsisimula
begone lumayas
begotten bugtong
begrudge magkait
beguile lumibang
begun sinimulan
behalf ngalan
behave kumilos
behaving kumikilos
behavioural asal
beheld nakita
behest utos
behindhand naantala
behold masdan
beholdeth nakitang
behoof pangangailangan
behoves behooves
being pagiging
beings tao'y
bejewelled bejeweled
belabour pumalo
belated ginabi
belch dumighay
belfries kampanaryo
belfry kampanaryo
Belial Hamak
belief paniniwala
beliefs paniniwala
believable malamang
believe maniwala
believed pinaniniwalaan
believer mananampalataya
believes naniniwala
believeth Pinaniniwalaan
believing paniniwalang
belike parang
belittle maliitin
belittled minaliit
belittling derogasyon
bell kampanilya
belladonna belyadona
bellicose paladigma
bellicosity kapaladigmaan
belligerent mapanlaban
bellow umangal
bellows bubulusan
belly tiyan
bellyful kabusugan
belonged nauukol
belongeth nauukol
belongs nabibilang
beloved minamahal
belt sinturon
belts sinturon
bemoan tumangis
bemuse mabaghan
bemused nabaghan
bench hukuman
benchmarks huwaran
bend liko
bended yumuko
bender pansipit
bending baluktot
benediction basbas
benefaction karidad
beneficence kaampunan
beneficent mapagbigay
beneficiaries benepisyaryo
beneficiary benepisyaryo
benefit pakinabang
benefited nakinabang
benefiting nakikinabang
benefits benepisyo
benevolence kabaitan
benevolent mapagkawanggawa
benighted ginabi
benignant mabait
benignity kabaitan
bent nakatungo
benumbed manhid
benzene bensina
bequeathed ipinamana
bequeathing pagpapamana
bequest pagpapamana
berate kagalitan
bereave maulila
bereaved nawalan
bereavement pangungulila
bereft nawalan
beret birete
Beriah Beria
berk ulol
berserk nagngangalit
berth kamarote
beseech magmakaamo
beseeches nagsusumamo
beseeching nagsusumamo
beset dumagsa
besetting gumagambala
besiege dumagsa
besieged kinubkob
besmirch manira
besom walis
besot makalasing
besotted nilasing
bespeak maglaan
bespectacled nagsasalamin
bespoke pasadya
best pinakamahusay
Beste Pinakamahusay
bestial makahayop
bestiality kalupitan
bestir humikayat
bestow magkaloob
bestowal kaloob
bestowed ipinagkaloob
bestride kumaang
bestseller Pinakamabenta
bestselling Pinakamabentang
bet taya
betake pilitin
betaken makuha
betel hitso
Bethink Maglining
Bethlehem Belen
betoken mangahulugan
betray ipagkanulo
betrayal pagkakanulo
betrayals pagtataksil
betrayed ipagkakanulo
betrayer taksil
betrothed katipan
bets taya
betterment pagpapabuti
betting pustahan
bevel tapyas
beverage inumin
beverages inumin
bevy katipunan
bewail iiyakan
bewilder magulo
bewildering nakalilitong
bewilderment kalituhan
bewitch aswangin
bewitching nakabibighani
beyond lampas
bias pagkiling
biased makiling
biases pagkiling
biassed kampi
bib maglasing
Bibber Manlalasing
bible bibliya
biblical bibliya
bibliographies bibliograpiya
bibliography biblyograpya
bicarbonate karbonato
bicker magtaltalan
bicycle bisikleta
bicycles bisikleta
bicycling pagbibisikleta
bid tawad
bidden naanyayahan
bide maghintay
bids bid
bier kabaong
bifurcation pagsasanga
big malaki
bigamy bigamya
biggest pinakamalaking
bigness kalakhan
bigot panatiko
bigoted panatiko
bigotry pagkapanatiko
bijou maliit
bile apdo
bilge tumagas
bilingual bilingguwal
bilingualism bilingguwalismo
bill bayarin
billboard paskilan
billboards billboard
billed siningil
billet makuwartel
billiard bilyar
billiards bilyaran
billion bilyon
billionaire bilyunaryo
billowy tumataas
bills kuwenta
bind magbigkis
binding umiiral
bingo binggo
binoculars largabista
binomial binomyo
bins bin
biochemist byokimiko
biochemistry byokimika
biographer mananalambuhay
biographical byograpiko
biographies Talambuhay
biography talambuhay
biological byolohiko
biologist dalubbuhay
biologists biologist
biopsy byopsya
bird ibon
birds ibon
birth panganganak
birthday kaarawan
birthdays kaarawan
birthmark balat
BIS Muli
biscuit biskwit
biscuits biskwit
bisect maghati
bishop obispo
bishoprics bishopric
bishops obispo
bit kaunti
bite kumagat
bites kagat
biting masakit
bitten makagat
bitter mapait
bitterness kapaitan
bitumen aspalto
bivalve bototoy
bivouac magkampamento
bizarre kakaiba
blab magdaldal
black itim
blackamoor Negro
blackberry lumboy
blackboard blakbord
blacken magpaitim
blackish itiman
blacklists blacklist
blackness pagkaitim
blackout pagpapaitim
blackouts blackout
blacksmith panday
bladder pantog
blade talim
blague kalokohan
blah kalokohan
blame pagsisi
blamed sinisi
blamelessly matuwid
blames sinisisi
blanch paputiin
bland mura
Blandish Magsumamo
blank blangko
blankness kalinisan
blanks blangko
blase pinagpasasa
blast sabog
blasting mapanira
blatancy kasagwaan
blatant maingay
blaze magdingas
blazing nagliliyab
blazon eskudo
bleach pagpapaputi
bleaching pagpapaputi
bleak malungkot
bleakness lamig
bleary pinapanlabo
bleat unga
bleating iyak
bleeder manghuhuthot
bleeding dumudugo
bleeped bleep
blemish dungis
blemishes mantsa
blench umurong
blend timpla
blended pinaghalo
bless magpala
blessed pinagpala
blessedness kaligayahan
blessings bendisyon
blew hinipan
blight magwasak
blimp tanga
blind bulag
blinded Binulag
blindfolded nakapiring
blinding pagbulag
blindness kabulagan
blinds Blind
blink magpikit
blinking kumukurap
blissful napakaligaya
blister paltos
blisters paltos
blithe maligaya
bloat mamaga
bloated tinapa
blob patak
bloc pagkakaisa
block bloke
blockade bumangkulong
blockaded Hinarangan
blockage pagbara
blocked hinarangan
blockhead tanga
blockish tanga
blocks bloke
blond olandes
blonde olandes
blood dugo
blooded dugo
bloodily madugong
bloodletting padugo
bloodshot namumula
bloodstream dugo
bloodthirsty malupit
bloody duguan
blooming namumulaklak
bloomy namumulaklak
blossom mamulaklak
blossomed namumulaklak
blossoms bulaklak
blot bahid
blotch batik
blotted mapawi
blotter blater
blouse blusa
blouses blusang
blow suntok
blower bentilador
blowing pamumulaklak
blowpipe hihip
blows suntok
blowup Sumabog
blubbered nakaiiyak
bludgeon pumalo
blue asul
blueprint magplano
bluff pananakot
bluffer magdaraya
bluffing bolahan
blundering mali
blunt mapurol
bluntness purol
blur lumabo
blurred hilam
blurring paglabo
blurry malabo
blurt maibulalas
blushed namumula
blushes namumula
blushing kimi
bluster ngasngas
blustery marahas
boa sawa
boar bulugan
board lupon
boarded sumakay
boarder nangangasera
boarding pagsakay
boast magyabang
boaster halhal
boasters mapagmapuri
boastful mayabang
boastfulness angas
boasting bansag
boasts Ipinagmamalaki
boat bangka
boatman barkero
boats bangka
Boaz Booz
bobbin kidkiran
bobby pulis
bobtail punggi
bode mensahero
bodied lasa
bodies katawan
body katawan
bodyguard tanod
boffin pantas
bog lusak
bogey kurso
boggle matakot
bogy multo
boil pigsa
boiled pinakuluan
boiler pakuluan
boiling bulak
boisterous maingay
boldly matapang
boldness katapangan
tree puno
bolivia Bolibya
bolster magbolster
bolt tornilyo
bolting pagkakandado
bomb bomba
bombard manganyon
bombardier manganganyon
bombardment panganganyon
bombast kayabangan
bombastic mayabang
bombed binomba
bomber bombero
bombing pambobomba
bombings pambobomba
bombs bomba
bonanza bonansa
Bonapartist Bonapartistang
bond bono
bondage pagkaalipin
bondman alipin
bone buto
bones buto
bonfire siga
bongs bong
bonhomie kabaitan
bonny maganda
bonuses bonus
boo lekat
booby mangmang
book aklat
booking pagtataan
booklets buklet
bookshelves bookshelf
boom dumagundong
boomerang bumerang
boor magbubukid
boorish bastos
boost pagtulong
booster tagasunod
boosting pagpapalakas
boosts magpapalaki
boot sipain
booted boot
booth kubol
booths kubol
boots bota
booty nadambong
booze maglasing
boozer manlalasing
border hangganan
bordering karatig
borderline hangganan
borders hangganan
bore magbutas
bored nainis
boredom inip
borer pambutas
boring pagbubutas
born ipinanganak
borrow humiram
borrowed hiram
borrowing paghiram
borrowings panghihiram
bosom dibdib
boss amo
bossy palautos
botanical botaniko
botanist dalubhalaman
botany botanika
both kapwa
bother abala
bothered Nabahala
bothering Iniistorbo
bothersome nakaaabala
bottle bote
bottlenecks bottleneck
bottom ilalim
bottomed ilalim
bottomless napakalalim
bottommost pinakamababa
bough sanga
boughs sanga
bought Binili
bougie kandila
bounce bumalandra
bounces bounce
bouncing talbog
bound nakagapos
boundary hangganan
bounds hanggahan
bounteous mapagbigay
bountiful mapagbigay
bounty kapagbigayan
bouquet palumpon
bourbon burbon
bourgeois burges
bourgeoisie burgesya
bout labanan
boutiques boutique
bow pumailalim
bowed yumukod
bowels bituka
bowl mangkok
bowman mamamana
bowmen mamamana
bows busog
box kahon
boxer boksingero
boxes kahon
boxing boksing
boxoffice takilya
boycott boykot
boyfriend kasintahan
boyhood kabataan
boys lalaki
brabble magbalitaktakan
brace suhay
bracelet pulseras
bracer kabit
braces tirante
bracing pagkakabit
bracket panaklong
bracketed bracket
brackets bracket
brag magmayabang
braggart mayabang
bragging hangin
braid magtirintas
braided naglikaw
braiding tirintas
brain utak
brainless tanga
brains talino
brainteasers Brainteaser
brainwash magpropaganda
brainwashing propaganda
brainy matalino
braise pagkukulob
braised nilaga
brake preno
brakes preno
braking pagpepreno
branch sangay
branched sanga
branches sanga
branching sumasanga
brand tatak
brandish iwaswas
brands tatak
brass tanso
brasserie pab
brave matapang
bravery katapangan
brawl gulo
brawling palaaway
brawny matipuno
braze magpatigas
brazier apuyan
brazil Brasil
brazing pagpapatigas
breach paglabag
breached nilabag
bread tinapay
breadfruit rimas
breads tinapay
breadth kaluwangan
break pahinga
breakage pagbasag
breakdown pagkasira
breakers breaker
breaketh pagbasag
breakfast almusal
breaking pagsira
breaks break
breakup maghiwalay
breakwater dalahikan
breast dibdib
breasted karera
breastfeed magpasuso
breastfeeding pagpapasuso
breastplate baluti
breasts bubelya
breath hininga
breathalysed breathalyzed
breathe huminga
breathed inihinga
breathing paghinga
breathless humihingal
breech pigi
breeches pigi
breeds breed
breeze amihan
breezes simoy
breezy sariwa
brevity kaiklian
brewery serbeserya
bribe suhol
bribed pinabagsakan
bribery pagpapabagsak
bribes suhol
bricklayer ladrilyero
bridal pangkasal
brides bride
Bridewell Repormatoryo
bridge tulay
bridges tulay
bridle magkabisada
brief maikli
briefcase portpolyo
briefing pagtatagubilin
briefs salawal
brigade brigada
brigades brigada
brigadier brigadyer
brigand tulisan
brigandage panunulisan
bright maliwanag
brighten sumaya
brightened lumiwanag
brighter maliwanag
brightest pinakamaliwanag
brightness liwanag
brilliance kinang
brilliancy kinang
brilliant napakatalino
brim mapuno
brimstone asupre
brindled guhitan
bring magdala
bringer tagapagdala
bringeth naglalabas
bringin dalhin
bringing nagdadala
brings nagdudulot
brink bingit
briny maalat
brio kasiglahan
brisk matulin
bristle mangalisag
brittle malutong
brittleness lutong
broach pambutas
broad malawak
broadcasts broadcast
broaden magpaluwang
broadened lumawak
broadening pagpapalawak
broadest pinakamalawak
broadly maluwang
broadness kalaparan
brocade brokeid
broccoli brokuli
brochure pulyeto
brochures polyeto
broiled inihaw
broiler ihawan
broiling ihaw
broken basag
brokers broker
bromide bromuro
bronchitis brongkitis
bronze tanso
brooch brotse
brooding halimhim
broody lumilimlim
brook sapa
brooks batis
broom walis
brooms walis
broth sabaw
brothel prostitusyon
